codigo_questao,questao,enunciado,alternativas
2013167001,"Questão enem2013167001


Mapa 1
Distribuição espacial atual da população brasileira

THÉRY, H. As boas-novas sobre a população brasileira. Conhecimento Prático Geográfico, n. 41, jan. 2012 (adaptado).
Mapa 2
Conflitos em terras indígenas 

SIMIELLI, M. E. Geoatlas. São Paulo: Ática, 2009 (adaptado).

Os mapas representam distintos padrões de distribuição de processos socioespaciais. Nesse sentido, a menor incidência de disputas territoriais envolvendo povos indígenas se explica pela:

A) fertilização natural dos solos.
B) expansão da fronteira agrícola.
C) intensificação da migração de retorno.
D) homologação de reservas extrativistas.
E) concentração histórica da urbanização.

","


Mapa 1
Distribuição espacial atual da população brasileira

THÉRY, H. As boas-novas sobre a população brasileira. Conhecimento Prático Geográfico, n. 41, jan. 2012 (adaptado).
Mapa 2
Conflitos em terras indígenas 

SIMIELLI, M. E. Geoatlas. São Paulo: Ática, 2009 (adaptado).

Os mapas representam distintos padrões de distribuição de processos socioespaciais. Nesse sentido, a menor incidência de disputas territoriais envolvendo povos indígenas se explica pela:","A) fertilização natural dos solos.
B) expansão da fronteira agrícola.
C) intensificação da migração de retorno.
D) homologação de reservas extrativistas.
E) concentração histórica da urbanização.

"
2013167002,"Questão enem2013167002

Trata-se de um gigantesco movimento de construção de cidades, necessário para o assentamento residencial dessa população, bem como de suas necessidades de trabalho, abastecimento, transportes, saúde, energia, água etc. Ainda que o rumo tomado pelo crescimento urbano não tenha respondido satisfatoriamente a todas essas necessidades, o território foi ocupado e foram construídas as condições para viver nesse espaço.
MARICATO, E. Brasil, cidades: alternativas para a crise urbana. Petrópolis: Vozes, 2001.

A dinâmica de transformação das cidades tende a apresentar como consequência a expansão das áreas
periféricas pelo(a):

A) crescimento da população urbana e aumento da especulação imobiliária.
B) direcionamento maior do fluxo de pessoas, devido à existência de um grande número de serviços.
C) delimitação de áreas para uma ocupação organizada do espaço físico, melhorando a qualidade de vida.
D) implantação de políticas públicas que promovem a moradia e o direito à cidade aos seus moradores.
E) reurbanização de moradias nas áreas centrais, mantendo o trabalhador próximo ao seu emprego, diminuindo os deslocamentos para a periferia.

","

Trata-se de um gigantesco movimento de construção de cidades, necessário para o assentamento residencial dessa população, bem como de suas necessidades de trabalho, abastecimento, transportes, saúde, energia, água etc. Ainda que o rumo tomado pelo crescimento urbano não tenha respondido satisfatoriamente a todas essas necessidades, o território foi ocupado e foram construídas as condições para viver nesse espaço.
MARICATO, E. Brasil, cidades: alternativas para a crise urbana. Petrópolis: Vozes, 2001.

A dinâmica de transformação das cidades tende a apresentar como consequência a expansão das áreas
periféricas pelo(a):","A) crescimento da população urbana e aumento da especulação imobiliária.
B) direcionamento maior do fluxo de pessoas, devido à existência de um grande número de serviços.
C) delimitação de áreas para uma ocupação organizada do espaço físico, melhorando a qualidade de vida.
D) implantação de políticas públicas que promovem a moradia e o direito à cidade aos seus moradores.
E) reurbanização de moradias nas áreas centrais, mantendo o trabalhador próximo ao seu emprego, diminuindo os deslocamentos para a periferia.

"
2013167003,"Questão enem2013167003

No dia 1o de julho de 2012, a cidade do Rio de Janeiro tornou-se a primeira do mundo a receber o título da Unesco de Patrimônio Mundial como Paisagem Cultural. A candidatura, apresentada pelo Instituto do Patrimônio Histórico e Artístico Nacional (Iphan), foi aprovada durante a 36ª Sessão do Comitê do Patrimônio Mundial. O presidente do Iphan explicou que “a paisagem carioca é a imagem mais explícita do que podemos chamar de civilização brasileira, com sua originalidade, desafios, contradições e possibilidades”. A partir de agora, os locais da cidade valorizados com o título da Unesco serão alvo de ações integradas visando a preservação da sua paisagem cultural.
Disponível em: www.cultura.gov.br. Acesso em: 7 mar. 2013 (adaptado).

O reconhecimento da paisagem em questão como patrimônio mundial deriva da:

A) presença do corpo artístico local.
B) imagem internacional da metrópole.
C) herança de prédios da ex-capital do país.
D) diversidade de culturas presente na cidade.
E) relação sociedade-natureza de caráter singular.

","

No dia 1o de julho de 2012, a cidade do Rio de Janeiro tornou-se a primeira do mundo a receber o título da Unesco de Patrimônio Mundial como Paisagem Cultural. A candidatura, apresentada pelo Instituto do Patrimônio Histórico e Artístico Nacional (Iphan), foi aprovada durante a 36ª Sessão do Comitê do Patrimônio Mundial. O presidente do Iphan explicou que “a paisagem carioca é a imagem mais explícita do que podemos chamar de civilização brasileira, com sua originalidade, desafios, contradições e possibilidades”. A partir de agora, os locais da cidade valorizados com o título da Unesco serão alvo de ações integradas visando a preservação da sua paisagem cultural.
Disponível em: www.cultura.gov.br. Acesso em: 7 mar. 2013 (adaptado).

O reconhecimento da paisagem em questão como patrimônio mundial deriva da:","A) presença do corpo artístico local.
B) imagem internacional da metrópole.
C) herança de prédios da ex-capital do país.
D) diversidade de culturas presente na cidade.
E) relação sociedade-natureza de caráter singular.

"
2013167004,"Questão enem2013167004

TEXTO I
Há já algum tempo eu me apercebi de que, desde meus primeiros anos, recebera muitas falsas opiniões como verdadeiras, e de que aquilo que depois eu fundei em princípios tão mal assegurados não podia ser senão mui duvidoso e incerto. Era necessário tentar seriamente, uma vez em minha vida, desfazer-me de todas as opiniões a que até então dera crédito, e começar tudo novamente a fim de estabelecer um saber firme e inabalável.
DESCARTES, R. Meditações concernentes à Primeira Filosofia. São Paulo: Abril Cultural, 1973 (adaptado).
TEXTO II
É o caráter radical do que se procura que exige a radicalização do próprio processo de busca. Se todo o espaço for ocupado pela dúvida, qualquer certeza que aparecer a partir daí terá sido de alguma forma gerada pela própria dúvida, e não será seguramente nenhuma daquelas que foram anteriormente varridas por essa mesma dúvida.
SILVA, F. L. Descartes: a metafísica da modernidade. São Paulo: Moderna, 2001 (adaptado). 

A exposição e a análise do projeto cartesiano indicam que, para viabilizar a reconstrução radical do conhecimento, deve-se:

A) retomar o método da tradição para edificar a ciência com legitimidade.
B) questionar de forma ampla e profunda as antigas ideias e concepções.
C) investigar os conteúdos da consciência dos homens menos esclarecidos.
D) buscar uma via para eliminar da memória saberes antigos e ultrapassados.
E) encontrar ideias e pensamentos evidentes que dispensam ser questionados.

","

TEXTO I
Há já algum tempo eu me apercebi de que, desde meus primeiros anos, recebera muitas falsas opiniões como verdadeiras, e de que aquilo que depois eu fundei em princípios tão mal assegurados não podia ser senão mui duvidoso e incerto. Era necessário tentar seriamente, uma vez em minha vida, desfazer-me de todas as opiniões a que até então dera crédito, e começar tudo novamente a fim de estabelecer um saber firme e inabalável.
DESCARTES, R. Meditações concernentes à Primeira Filosofia. São Paulo: Abril Cultural, 1973 (adaptado).
TEXTO II
É o caráter radical do que se procura que exige a radicalização do próprio processo de busca. Se todo o espaço for ocupado pela dúvida, qualquer certeza que aparecer a partir daí terá sido de alguma forma gerada pela própria dúvida, e não será seguramente nenhuma daquelas que foram anteriormente varridas por essa mesma dúvida.
SILVA, F. L. Descartes: a metafísica da modernidade. São Paulo: Moderna, 2001 (adaptado). 

A exposição e a análise do projeto cartesiano indicam que, para viabilizar a reconstrução radical do conhecimento, deve-se:","A) retomar o método da tradição para edificar a ciência com legitimidade.
B) questionar de forma ampla e profunda as antigas ideias e concepções.
C) investigar os conteúdos da consciência dos homens menos esclarecidos.
D) buscar uma via para eliminar da memória saberes antigos e ultrapassados.
E) encontrar ideias e pensamentos evidentes que dispensam ser questionados.

"
2013167005,"Questão enem2013167005

De ponta a ponta, é tudo praia-palma, muito chã e muito formosa. Pelo sertão nos pareceu, vista do mar, muito grande, porque, a estender olhos, não podíamos ver senão terra com arvoredos, que nos parecia muito longa. Nela, até agora, não pudemos saber que haja ouro, nem prata, nem coisa alguma de metal ou ferro; nem lho vimos. Porém a terra em si é de muito bons ares [...]. Porém o melhor fruto que dela se pode tirar me parece que será salvar esta gente.
Carta de Pero Vaz de Caminha. In: MARQUES, A.; BERUTTI, F.; FARIA, R. História moderna através de textos. São Paulo: Contexto, 2001.

A carta de Pero Vaz de Caminha permite entender o projeto colonizador para a nova terra. Nesse trecho, o
relato enfatiza o seguinte objetivo:

A) Valorizar a catequese a ser realizada sobre os povos nativos.
B) Descrever a cultura local para enaltecer a prosperidade portuguesa. 
C) Transmitir o conhecimento dos indígenas sobre o potencial econômico existente.
D) Realçar a pobreza dos habitantes nativos para demarcar a superioridade europeia.
E) Criticar o modo de vida dos povos autóctones para evidenciar a ausência de trabalho.

","

De ponta a ponta, é tudo praia-palma, muito chã e muito formosa. Pelo sertão nos pareceu, vista do mar, muito grande, porque, a estender olhos, não podíamos ver senão terra com arvoredos, que nos parecia muito longa. Nela, até agora, não pudemos saber que haja ouro, nem prata, nem coisa alguma de metal ou ferro; nem lho vimos. Porém a terra em si é de muito bons ares [...]. Porém o melhor fruto que dela se pode tirar me parece que será salvar esta gente.
Carta de Pero Vaz de Caminha. In: MARQUES, A.; BERUTTI, F.; FARIA, R. História moderna através de textos. São Paulo: Contexto, 2001.

A carta de Pero Vaz de Caminha permite entender o projeto colonizador para a nova terra. Nesse trecho, o
relato enfatiza o seguinte objetivo:","A) Valorizar a catequese a ser realizada sobre os povos nativos.
B) Descrever a cultura local para enaltecer a prosperidade portuguesa. 
C) Transmitir o conhecimento dos indígenas sobre o potencial econômico existente.
D) Realçar a pobreza dos habitantes nativos para demarcar a superioridade europeia.
E) Criticar o modo de vida dos povos autóctones para evidenciar a ausência de trabalho.

"
2013167006,"Questão enem2013167006

O canto triste dos conquistados:
os últimos dias de Tenochtitlán
Nos caminhos jazem dardos quebrados;
os cabelos estão espalhados.
Destelhadas estão as casas,
Vermelhas estão as águas, os rios, como se alguém
as tivesse tingido,
Nos escudos esteve nosso resguardo,
mas os escudos não detêm a desolação...
PINSKY, J. et al. História da América através de textos. São Paulo: Contexto, 2007 (fragmento).

O texto é um registro asteca, cujo sentido está relacionado ao(à)

A) tragédia causada pela destruição da cultura desse povo.
B) tentativa frustrada de resistência a um poder considerado superior.
C) extermínio das populações indígenas pelo Exército espanhol.
D) dissolução da memória sobre os feitos de seus antepassados.
E) profetização das consequências da colonização da América.

","

O canto triste dos conquistados:
os últimos dias de Tenochtitlán
Nos caminhos jazem dardos quebrados;
os cabelos estão espalhados.
Destelhadas estão as casas,
Vermelhas estão as águas, os rios, como se alguém
as tivesse tingido,
Nos escudos esteve nosso resguardo,
mas os escudos não detêm a desolação...
PINSKY, J. et al. História da América através de textos. São Paulo: Contexto, 2007 (fragmento).

O texto é um registro asteca, cujo sentido está relacionado ao(à)","A) tragédia causada pela destruição da cultura desse povo.
B) tentativa frustrada de resistência a um poder considerado superior.
C) extermínio das populações indígenas pelo Exército espanhol.
D) dissolução da memória sobre os feitos de seus antepassados.
E) profetização das consequências da colonização da América.

"
2013167007,"Questão enem2013167007

Taxa de fecundidade total – Brasil – 1940-2010

IBGE. Censo demográfico 2010: resultados gerais da amostra. Disponível em: ftp://ftp.ibge.gov.br. Acesso em: 12 mar. 2013.

O processo registrado no gráfico gerou a seguinte consequência demográfica:

A) Decréscimo da população absoluta.
B) Redução do crescimento vegetativo.
C) Diminuição da proporção de adultos.
D) Expansão de políticas de controle da natalidade.
E) Aumento da renovação da população economicamente ativa.

","

Taxa de fecundidade total – Brasil – 1940-2010

IBGE. Censo demográfico 2010: resultados gerais da amostra. Disponível em: ftp://ftp.ibge.gov.br. Acesso em: 12 mar. 2013.

O processo registrado no gráfico gerou a seguinte consequência demográfica:","A) Decréscimo da população absoluta.
B) Redução do crescimento vegetativo.
C) Diminuição da proporção de adultos.
D) Expansão de políticas de controle da natalidade.
E) Aumento da renovação da população economicamente ativa.

"
2013167008,"Questão enem2013167008

As Brigadas Internacionais foram unidades de combatentes formadas por voluntários de 53 nacionalidades dispostos a lutar em defesa da República espanhola. Estima-se que cerca de 60 mil cidadãos de várias partes do mundo – incluindo 40 brasileiros – tenham se incorporado a essas unidades. Apesar de coordenadas pelos comunistas, as Brigadas contaram com membros socialistas, liberais e de outras correntes político-ideológicas.
SOUZA, I. I. A Guerra Civil Europeia. História Viva, n. 70, 2009 (fragmento).

A Guerra Civil Espanhola expressou as disputas em curso na Europa na década de 1930. A perspectiva política comum que promoveu a mobilização descrita foi o(a):

A) crítica ao stalinismo.
B) combate ao fascismo.
C) rejeição ao federalismo.
D) apoio ao corporativismo.
E) adesão ao anarquismo.

","

As Brigadas Internacionais foram unidades de combatentes formadas por voluntários de 53 nacionalidades dispostos a lutar em defesa da República espanhola. Estima-se que cerca de 60 mil cidadãos de várias partes do mundo – incluindo 40 brasileiros – tenham se incorporado a essas unidades. Apesar de coordenadas pelos comunistas, as Brigadas contaram com membros socialistas, liberais e de outras correntes político-ideológicas.
SOUZA, I. I. A Guerra Civil Europeia. História Viva, n. 70, 2009 (fragmento).

A Guerra Civil Espanhola expressou as disputas em curso na Europa na década de 1930. A perspectiva política comum que promoveu a mobilização descrita foi o(a):","A) crítica ao stalinismo.
B) combate ao fascismo.
C) rejeição ao federalismo.
D) apoio ao corporativismo.
E) adesão ao anarquismo.

"
2013167009,"Questão enem2013167009

De todas as transformações impostas pelo meio técnico-científico-informacional à logística de transportes, interessa-nos mais de perto a intermodalidade. E por uma razão muito simples: o potencial que tal “ferramenta logística” ostenta permite que haja, de fato, um sistema de transportes condizente com a escala geográfica do Brasil.
HUERTAS, D. M. O papel dos transportes na expansão recente da fronteira agrícola brasileira. Revista Transporte y Territorio, Universidade de Buenos Aires, n. 3, 2010 (adaptado).

A necessidade de modais de transporte interligados, no território brasileiro, justifica-se pela(s):

A) variações climáticas no território, associadas à interiorização da produção.
B) grandes distâncias e a busca da redução dos custos de transporte.
C) formação geológica do país, que impede o uso de um único modal.
D) proximidade entre a área de produção agrícola intensiva e os portos.
E) diminuição dos fluxos materiais em detrimento de fluxos imateriais.

","

De todas as transformações impostas pelo meio técnico-científico-informacional à logística de transportes, interessa-nos mais de perto a intermodalidade. E por uma razão muito simples: o potencial que tal “ferramenta logística” ostenta permite que haja, de fato, um sistema de transportes condizente com a escala geográfica do Brasil.
HUERTAS, D. M. O papel dos transportes na expansão recente da fronteira agrícola brasileira. Revista Transporte y Territorio, Universidade de Buenos Aires, n. 3, 2010 (adaptado).

A necessidade de modais de transporte interligados, no território brasileiro, justifica-se pela(s):","A) variações climáticas no território, associadas à interiorização da produção.
B) grandes distâncias e a busca da redução dos custos de transporte.
C) formação geológica do país, que impede o uso de um único modal.
D) proximidade entre a área de produção agrícola intensiva e os portos.
E) diminuição dos fluxos materiais em detrimento de fluxos imateriais.

"
2013167010,"Questão enem2013167010

Nasce daqui uma questão: se vale mais ser amado que temido ou temido que amado. Responde-se que ambas as coisas seriam de desejar; mas porque é difícil juntá-las, é muito mais seguro ser temido que amado, quando haja de faltar uma das duas. Porque dos homens se pode dizer, duma maneira geral, que
são ingratos, volúveis, simuladores, covardes e ávidos de lucro, e enquanto lhes fazes bem são inteiramente
teus, oferecem-te o sangue, os bens, a vida e os filhos, quando, como acima disse, o perigo está longe; mas
quando ele chega, revoltam-se.
MAQUIAVEL, N. O príncipe. Rio de Janeiro: Bertrand, 1991.

A partir da análise histórica do comportamento humano em suas relações sociais e políticas, Maquiavel define o homem como um ser :

A) munido de virtude, com disposição nata a praticar o bem a si e aos outros.
B) possuidor de fortuna, valendo-se de riquezas para alcançar êxito na política.
C) guiado por interesses, de modo que suas ações são imprevisíveis e inconstantes.
D) naturalmente racional, vivendo em um estado pré-social e portando seus direitos naturais.
E) sociável por natureza, mantendo relações pacíficas com seus pares

","

Nasce daqui uma questão: se vale mais ser amado que temido ou temido que amado. Responde-se que ambas as coisas seriam de desejar; mas porque é difícil juntá-las, é muito mais seguro ser temido que amado, quando haja de faltar uma das duas. Porque dos homens se pode dizer, duma maneira geral, que
são ingratos, volúveis, simuladores, covardes e ávidos de lucro, e enquanto lhes fazes bem são inteiramente
teus, oferecem-te o sangue, os bens, a vida e os filhos, quando, como acima disse, o perigo está longe; mas
quando ele chega, revoltam-se.
MAQUIAVEL, N. O príncipe. Rio de Janeiro: Bertrand, 1991.

A partir da análise histórica do comportamento humano em suas relações sociais e políticas, Maquiavel define o homem como um ser :","A) munido de virtude, com disposição nata a praticar o bem a si e aos outros.
B) possuidor de fortuna, valendo-se de riquezas para alcançar êxito na política.
C) guiado por interesses, de modo que suas ações são imprevisíveis e inconstantes.
D) naturalmente racional, vivendo em um estado pré-social e portando seus direitos naturais.
E) sociável por natureza, mantendo relações pacíficas com seus pares

"
