codigo_questao,questao,enunciado,alternativas
2009049001,"Questão enem2009049001 

A atmosfera terrestre é composta pelos gases nitrogênio (N_2) e oxigênio (O_2), que somam cerca de 99%, e por gases traços, entre eles o gás carbônico (〖CO〗_2), vapor de água (H_2 O), metano (〖CH〗_4), ozônio (O_3) e o óxido nitroso (N_2 O), que compõem o restante 1% do ar que respiramos. Os gases traços, por serem constituídos por pelo menos três átomos, conseguem absorver o calor irradiado pela Terra, aquecendo o planeta. Esse fenômeno, que acontece há bilhões de anos, é chamado de efeito estufa. A partir da Revolução Industrial (século XIX), a concentração de gases traços na atmosfera, em particular o 〖CO〗_2, tem aumentado significativamente, o que resultou no aumento da temperatura em escala global. Mais recentemente, outro fator tornou-se diretamente envolvido no aumento da concentração de 〖CO〗_2 na atmosfera: o desmatamento.
BROWN, I. F.; ALECHANDRE, A. S. Conceitos básicos sobre clima, carbono, florestas e comunidades. A.G. Moreira & S. Schwartzman. As mudanças climáticas globais e os ecossistemas brasileiros. Brasília: Instituto de Pesquisa Ambiental da Amazônia, 2000 (adaptado).

Considerando o texto, uma alternativa viável para combater o efeito estufa é:

A) reduzir o calor irradiado pela Terra mediante a substituição da produção primária pela industrialização refrigerada.
B) promover a queima da biomassa vegetal, responsável pelo aumento do efeito estufa devido à produção de 〖CH〗_4.
C) reduzir o desmatamento, mantendo-se, assim, o potencial da vegetação em absorver o 〖CO〗_2 da atmosfera.
D) aumentar a concentração atmosférica de H_2 O, molécula capaz de absorver grande quantidade de calor.
E) remover moléculas orgânicas polares da atmosfera, diminuindo a capacidade delas de reter calor.
"," 

A atmosfera terrestre é composta pelos gases nitrogênio (N_2) e oxigênio (O_2), que somam cerca de 99%, e por gases traços, entre eles o gás carbônico (〖CO〗_2), vapor de água (H_2 O), metano (〖CH〗_4), ozônio (O_3) e o óxido nitroso (N_2 O), que compõem o restante 1% do ar que respiramos. Os gases traços, por serem constituídos por pelo menos três átomos, conseguem absorver o calor irradiado pela Terra, aquecendo o planeta. Esse fenômeno, que acontece há bilhões de anos, é chamado de efeito estufa. A partir da Revolução Industrial (século XIX), a concentração de gases traços na atmosfera, em particular o 〖CO〗_2, tem aumentado significativamente, o que resultou no aumento da temperatura em escala global. Mais recentemente, outro fator tornou-se diretamente envolvido no aumento da concentração de 〖CO〗_2 na atmosfera: o desmatamento.
BROWN, I. F.; ALECHANDRE, A. S. Conceitos básicos sobre clima, carbono, florestas e comunidades. A.G. Moreira & S. Schwartzman. As mudanças climáticas globais e os ecossistemas brasileiros. Brasília: Instituto de Pesquisa Ambiental da Amazônia, 2000 (adaptado).

Considerando o texto, uma alternativa viável para combater o efeito estufa é:","A) reduzir o calor irradiado pela Terra mediante a substituição da produção primária pela industrialização refrigerada.
B) promover a queima da biomassa vegetal, responsável pelo aumento do efeito estufa devido à produção de 〖CH〗_4.
C) reduzir o desmatamento, mantendo-se, assim, o potencial da vegetação em absorver o 〖CO〗_2 da atmosfera.
D) aumentar a concentração atmosférica de H_2 O, molécula capaz de absorver grande quantidade de calor.
E) remover moléculas orgânicas polares da atmosfera, diminuindo a capacidade delas de reter calor.
"
2009049002,"Questão enem2009049002

Analise a figura.


Disponível em: http//www.alcoologia.net. Acesso em: 15 jul. 2009 (adaptado).

Supondo que seja necessário dar um título para essa figura, a alternativa que melhor traduziría o processo representado seria:

A) Concentração média de álcool no sangue ao longo do dia.
B) Variação da frequência da ingestão de álcool ao longo das horas.
C) Concentração mínima de álcool no sangue a partir de diferentes dosagens.
D) Estimativa de tempo necessário para metabolizar diferentes quantidades de álcool.
E) Representação gráfica da distribuição de frequência de álcool em determinada hora do dia.
","

Analise a figura.


Disponível em: http//www.alcoologia.net. Acesso em: 15 jul. 2009 (adaptado).

Supondo que seja necessário dar um título para essa figura, a alternativa que melhor traduziría o processo representado seria:","A) Concentração média de álcool no sangue ao longo do dia.
B) Variação da frequência da ingestão de álcool ao longo das horas.
C) Concentração mínima de álcool no sangue a partir de diferentes dosagens.
D) Estimativa de tempo necessário para metabolizar diferentes quantidades de álcool.
E) Representação gráfica da distribuição de frequência de álcool em determinada hora do dia.
"
2009049003,"Questão enem2009049003

Estima-se que haja atualmente no mundo 40 milhões de pessoas infectadas pelo HIV (o vírus que causa a AIDS), sendo que as taxas de novas infecções continuam crescendo, principalmente na África, Ásia e Rússia. Nesse cenário de pandemia, uma vacina contra o HIV teria imenso impacto, pois salvaria milhões de vidas. Certamente seria um marco na história planetária e também uma esperança para as populações carentes de tratamento antiviral e de acompanhamento médico.
TANURI, A.; FERREIRA JUNIOR, O. C. Vacina contra Aids: desafios e esperanças. Ciência Hoje (44) 26, 2009 (adaptado).

Uma vacina eficiente contra o HIV deveria:

A) induzir a imunidade, para proteger o organismo da contaminação viral.
B) ser capaz de alterar o genoma do organismo portador, induzindo a síntese de enzimas protetoras.
C) produzir antígenos capazes de se ligarem ao vírus, impedindo que este entre nas células do organismo humano.
D) ser amplamente aplicada em animais, visto que esses são os principais transmissores do vírus para os seres humanos.
E) estimular a imunidade, minimizando a transmissão do vírus por gotículas de saliva.
","

Estima-se que haja atualmente no mundo 40 milhões de pessoas infectadas pelo HIV (o vírus que causa a AIDS), sendo que as taxas de novas infecções continuam crescendo, principalmente na África, Ásia e Rússia. Nesse cenário de pandemia, uma vacina contra o HIV teria imenso impacto, pois salvaria milhões de vidas. Certamente seria um marco na história planetária e também uma esperança para as populações carentes de tratamento antiviral e de acompanhamento médico.
TANURI, A.; FERREIRA JUNIOR, O. C. Vacina contra Aids: desafios e esperanças. Ciência Hoje (44) 26, 2009 (adaptado).

Uma vacina eficiente contra o HIV deveria:","A) induzir a imunidade, para proteger o organismo da contaminação viral.
B) ser capaz de alterar o genoma do organismo portador, induzindo a síntese de enzimas protetoras.
C) produzir antígenos capazes de se ligarem ao vírus, impedindo que este entre nas células do organismo humano.
D) ser amplamente aplicada em animais, visto que esses são os principais transmissores do vírus para os seres humanos.
E) estimular a imunidade, minimizando a transmissão do vírus por gotículas de saliva.
"
2009049004,"Questão enem2009049004

Em um experimento, preparou-se um conjunto de plantas por técnica de clonagem a partir de uma planta original que apresentava folhas verdes. Esse conjunto foi dividido em dois grupos, que foram tratados de maneira idêntica, com exceção das condições de iluminação, sendo um grupo exposto a ciclos de iluminação solar natural e outro mantido no escuro. Após alguns dias, observou-se que o grupo exposto à luz apresentava folhas verdes como a planta original e o grupo cultivado no escuro apresentava folhas amareladas.

Ao final do experimento, os dois grupos de plantas apresentaram:

A) os genótipos e os fenótipos idênticos.
B) os genótipos idênticos e os fenótipos diferentes.
C) diferenças nos genótipos e fenótipos.
D) o mesmo fenótipo e apenas dois genótipos diferentes.
E) o mesmo fenótipo e grande variedade de genótipos.
","

Em um experimento, preparou-se um conjunto de plantas por técnica de clonagem a partir de uma planta original que apresentava folhas verdes. Esse conjunto foi dividido em dois grupos, que foram tratados de maneira idêntica, com exceção das condições de iluminação, sendo um grupo exposto a ciclos de iluminação solar natural e outro mantido no escuro. Após alguns dias, observou-se que o grupo exposto à luz apresentava folhas verdes como a planta original e o grupo cultivado no escuro apresentava folhas amareladas.

Ao final do experimento, os dois grupos de plantas apresentaram:","A) os genótipos e os fenótipos idênticos.
B) os genótipos idênticos e os fenótipos diferentes.
C) diferenças nos genótipos e fenótipos.
D) o mesmo fenótipo e apenas dois genótipos diferentes.
E) o mesmo fenótipo e grande variedade de genótipos.
"
2009049005,"Questão enem2009049005

Na linha de uma tradição antiga, o astrônomo grego Ptolomeu (100-170 d.C.) afirmou a tese do geocentrismo, segundo a qual a Terra seria o centro do universo, sendo que o Sol, a Lua e os planetas girariam em seu redor em órbitas circulares. A teoria de Ptolomeu resolvia de modo razoável os problemas astronômicos da sua época. Vários séculos mais tarde, o clérigo e astrônomo polonês Nicolau Copérnico (1473-1543), ao encontrar inexatidões na teoria de Ptolomeu, formulou a teoria do heliocentrismo, segundo a qual o Sol deveria ser considerado o centro do universo, com a Terra, a Lua e os planetas girando circularmente em torno dele. Por fim, o astrônomo e matemático alemão Johannes Kepler (1571- 1630), depois de estudar o planeta Marte por cerca de trinta anos, verificou que a sua órbita é elíptica. Esse resultado generalizou-se para os demais planetas.

A respeito dos estudiosos citados no texto, é correto afirmar que:

A) Ptolomeu apresentou as ideias mais valiosas, por serem mais antigas e tradicionais.
B) Copérnico desenvolveu a teoria do heliocentrismo inspirado no contexto político do Rei Sol.
C) Copérnico viveu em uma época em que a pesquisa científica era livre e amplamente incentivada pelas autoridades.
D) Kepler estudou o planeta Marte para atender às necessidades de expansão econômica e científica da Alemanha.
E) Kepler apresentou uma teoria científica que, graças aos métodos aplicados, pôde ser testada e generalizada.
","

Na linha de uma tradição antiga, o astrônomo grego Ptolomeu (100-170 d.C.) afirmou a tese do geocentrismo, segundo a qual a Terra seria o centro do universo, sendo que o Sol, a Lua e os planetas girariam em seu redor em órbitas circulares. A teoria de Ptolomeu resolvia de modo razoável os problemas astronômicos da sua época. Vários séculos mais tarde, o clérigo e astrônomo polonês Nicolau Copérnico (1473-1543), ao encontrar inexatidões na teoria de Ptolomeu, formulou a teoria do heliocentrismo, segundo a qual o Sol deveria ser considerado o centro do universo, com a Terra, a Lua e os planetas girando circularmente em torno dele. Por fim, o astrônomo e matemático alemão Johannes Kepler (1571- 1630), depois de estudar o planeta Marte por cerca de trinta anos, verificou que a sua órbita é elíptica. Esse resultado generalizou-se para os demais planetas.

A respeito dos estudiosos citados no texto, é correto afirmar que:","A) Ptolomeu apresentou as ideias mais valiosas, por serem mais antigas e tradicionais.
B) Copérnico desenvolveu a teoria do heliocentrismo inspirado no contexto político do Rei Sol.
C) Copérnico viveu em uma época em que a pesquisa científica era livre e amplamente incentivada pelas autoridades.
D) Kepler estudou o planeta Marte para atender às necessidades de expansão econômica e científica da Alemanha.
E) Kepler apresentou uma teoria científica que, graças aos métodos aplicados, pôde ser testada e generalizada.
"
2009049006,"Questão enem2009049006

O ciclo biogeoquímico do carbono compreende diversos compartimentos, entre os quais a Terra, a atmosfera e os oceanos, e diversos processos que permitem a transferência de compostos entre esses reservatórios. Os estoques de carbono armazenados na forma de recursos não renováveis, por exemplo, o petróleo, são limitados, sendo de grande relevância que se perceba a importância da substituição de combustíveis fósseis por combustíveis de fontes renováveis.

A utilização de combustíveis fósseis interfere no ciclo do carbono, pois provoca:

A) aumento da porcentagem de carbono contido na Terra.
B) redução na taxa de fotossíntese dos vegetais superiores.
C) aumento da produção de carboidratos de origem vegetal.
D) aumento na quantidade de carbono presente na atmosfera.
E) redução da quantidade global de carbono armazenado nos oceanos.
","

O ciclo biogeoquímico do carbono compreende diversos compartimentos, entre os quais a Terra, a atmosfera e os oceanos, e diversos processos que permitem a transferência de compostos entre esses reservatórios. Os estoques de carbono armazenados na forma de recursos não renováveis, por exemplo, o petróleo, são limitados, sendo de grande relevância que se perceba a importância da substituição de combustíveis fósseis por combustíveis de fontes renováveis.

A utilização de combustíveis fósseis interfere no ciclo do carbono, pois provoca:","A) aumento da porcentagem de carbono contido na Terra.
B) redução na taxa de fotossíntese dos vegetais superiores.
C) aumento da produção de carboidratos de origem vegetal.
D) aumento na quantidade de carbono presente na atmosfera.
E) redução da quantidade global de carbono armazenado nos oceanos.
"
2009049007,"Questão enem2009049007

Um novo método para produzir insulina artificial que utiliza tecnologia de DNA recombinante foi desenvolvido por pesquisadores do Departamento de Biologia Celular da Universidade de Brasília (UnB) em parceria com a iniciativa privada. Os pesquisadores modificaram geneticamente a bactéria Escherichia coli para torná-la capaz de sintetizar o hormônio. O processo permitiu fabricar insulina em maior quantidade e em apenas 30 dias, um terço do tempo necessário para obtê-la pelo método tradicional, que consiste na extração do hormônio a partir do pâncreas de animais abatidos.
Ciência Hoje, 24 abr. 2001. Disponível em: http://cienciahoje.uol.com.br (adaptado).

A produção de insulina pela técnica do DNA recombinante tem, como consequência,

A) o aperfeiçoamento do processo de extração de insulina a partir do pâncreas suíno.
B) a seleção de microrganismos resistentes a antibióticos.
C) o progresso na técnica da síntese química de hormônios.
D) impacto favorável na saúde de indivíduos diabéticos.
E) a criação de animais transgênicos.
","

Um novo método para produzir insulina artificial que utiliza tecnologia de DNA recombinante foi desenvolvido por pesquisadores do Departamento de Biologia Celular da Universidade de Brasília (UnB) em parceria com a iniciativa privada. Os pesquisadores modificaram geneticamente a bactéria Escherichia coli para torná-la capaz de sintetizar o hormônio. O processo permitiu fabricar insulina em maior quantidade e em apenas 30 dias, um terço do tempo necessário para obtê-la pelo método tradicional, que consiste na extração do hormônio a partir do pâncreas de animais abatidos.
Ciência Hoje, 24 abr. 2001. Disponível em: http://cienciahoje.uol.com.br (adaptado).

A produção de insulina pela técnica do DNA recombinante tem, como consequência,","A) o aperfeiçoamento do processo de extração de insulina a partir do pâncreas suíno.
B) a seleção de microrganismos resistentes a antibióticos.
C) o progresso na técnica da síntese química de hormônios.
D) impacto favorável na saúde de indivíduos diabéticos.
E) a criação de animais transgênicos.
"
2009049008,"Questão enem2009049008

A economia moderna depende da disponibilidade de muita energia em diferentes formas, para funcionar e crescer. No Brasil, o consumo total de energia pelas indústrias cresceu mais de quatro vezes no período entre 1970 e 2005. Enquanto os investimentos em energias limpas e renováveis, como solar e eólica, ainda são incipientes, ao se avaliar a possibilidade de instalação de usinas geradoras de energia elétrica, diversos fatores devem ser levados em consideração, tais como os impactos causados ao ambiente e às populações locais.
RICARDO, B.; CAM PAN I LI, M. Almanaque Brasil Socioambiental. São Paulo: Instituto Socioambiental, 2007 (adaptado).

Em uma situação hipotética, optou-se por construir uma usina hidrelétrica em região que abrange diversas quedas d'água em rios cercados por mata, alegando-se que causaria impacto ambiental muito menor que uma usina termelétrica. Entre os possíveis impactos da instalação de uma usina hidrelétrica nessa região, inclui-se:

A) a poluição da água por metais da usina.
B) a destruição do habitat de animais terrestres.
C) o aumento expressivo na liberação de 〖CO〗_2 para a atmosfera.
D) o consumo não renovável de toda água que passa pelas turbinas.
E) o aprofundamento no leito do rio, com a menor deposição de resíduos no trecho de rio anterior à represa.
","

A economia moderna depende da disponibilidade de muita energia em diferentes formas, para funcionar e crescer. No Brasil, o consumo total de energia pelas indústrias cresceu mais de quatro vezes no período entre 1970 e 2005. Enquanto os investimentos em energias limpas e renováveis, como solar e eólica, ainda são incipientes, ao se avaliar a possibilidade de instalação de usinas geradoras de energia elétrica, diversos fatores devem ser levados em consideração, tais como os impactos causados ao ambiente e às populações locais.
RICARDO, B.; CAM PAN I LI, M. Almanaque Brasil Socioambiental. São Paulo: Instituto Socioambiental, 2007 (adaptado).

Em uma situação hipotética, optou-se por construir uma usina hidrelétrica em região que abrange diversas quedas d'água em rios cercados por mata, alegando-se que causaria impacto ambiental muito menor que uma usina termelétrica. Entre os possíveis impactos da instalação de uma usina hidrelétrica nessa região, inclui-se:","A) a poluição da água por metais da usina.
B) a destruição do habitat de animais terrestres.
C) o aumento expressivo na liberação de 〖CO〗_2 para a atmosfera.
D) o consumo não renovável de toda água que passa pelas turbinas.
E) o aprofundamento no leito do rio, com a menor deposição de resíduos no trecho de rio anterior à represa.
"
2009049009,"Questão enem2009049009

As mudanças climáticas e da vegetação ocorridas nos trópicos da América do Sul têm sido bem documentadas por diversos autores, existindo um grande acúmulo de evidências geológicas ou paleoclimatológicas que evidenciam essas mudanças ocorridas durante o Quaternário nessa região. Essas mudanças resultaram em restrição da distribuição das florestas pluviais, com expansões concomitantes de habitats não-florestais durante períodos áridos (glaciais), seguido da expansão das florestas pluviais e restrição das áreas não-florestais durante períodos úmidos (interglaciais).
Disponível em: http://zoo.bio.ufpr.br. Acesso em: 1 maio 2009.

Durante os períodos glaciais,

A) as áreas não-florestais ficam restritas a refúgios ecológicos devido à baixa adaptabilidade de espécies não-florestais a ambientes áridos.
B) grande parte da diversidade de espécies vegetais é reduzida, uma vez que necessitam de condições semelhantes a dos períodos interglaciais.
C) a vegetação comum ao cerrado deve ter se limitado a uma pequena região do centro do Brasil, da qual se expandiu até atingir a atual distribuição.
D) plantas com adaptações ao clima árido, como o desenvolvimento de estruturas que reduzem a perda de água, devem apresentar maior área de distribuição.
E) florestas tropicais como a amazônica apresentam distribuição geográfica mais ampla, uma vez que são densas e diminuem a ação da radiação solar sobre o solo e reduzem os efeitos da aridez.
","

As mudanças climáticas e da vegetação ocorridas nos trópicos da América do Sul têm sido bem documentadas por diversos autores, existindo um grande acúmulo de evidências geológicas ou paleoclimatológicas que evidenciam essas mudanças ocorridas durante o Quaternário nessa região. Essas mudanças resultaram em restrição da distribuição das florestas pluviais, com expansões concomitantes de habitats não-florestais durante períodos áridos (glaciais), seguido da expansão das florestas pluviais e restrição das áreas não-florestais durante períodos úmidos (interglaciais).
Disponível em: http://zoo.bio.ufpr.br. Acesso em: 1 maio 2009.

Durante os períodos glaciais,","A) as áreas não-florestais ficam restritas a refúgios ecológicos devido à baixa adaptabilidade de espécies não-florestais a ambientes áridos.
B) grande parte da diversidade de espécies vegetais é reduzida, uma vez que necessitam de condições semelhantes a dos períodos interglaciais.
C) a vegetação comum ao cerrado deve ter se limitado a uma pequena região do centro do Brasil, da qual se expandiu até atingir a atual distribuição.
D) plantas com adaptações ao clima árido, como o desenvolvimento de estruturas que reduzem a perda de água, devem apresentar maior área de distribuição.
E) florestas tropicais como a amazônica apresentam distribuição geográfica mais ampla, uma vez que são densas e diminuem a ação da radiação solar sobre o solo e reduzem os efeitos da aridez.
"
2009049010,"Questão enem2009049010

A fotossíntese é importante para a vida na Terra. Nos cloroplastos dos organismos fotossintetizantes, a energia solar é convertida em energia química que, juntamente com água e gás carbônico (〖CO〗_2), é utilizada para a síntese de compostos orgânicos (carboidratos). A fotossíntese é o único processo de importância biológica capaz de realizar essa conversão. Todos os organismos, incluindo os produtores, aproveitam a energia armazenada nos carboidratos para impulsionar os processos celulares, liberando 〖CO〗_2 para a atmosfera e água para a célula por meio da respiração celular. Além disso, grande fração dos recursos energéticos do planeta, produzidos tanto no presente (biomassa) como em tempos remotos (combustível fóssil), é resultante da atividade fotossintética.

As informações sobre obtenção e transformação dos recursos naturais por meio dos processos vitais de fotossíntese e respiração, descritas no texto, permitem concluir que:

A) o 〖CO〗_2 e a água são moléculas de alto teor energético.
B) os carboidratos convertem energia solar em energia química.
C) a vida na Terra depende, em última análise, da energia proveniente do Sol.
D) o processo respiratório é responsável pela retirada de carbono da atmosfera.
E) a produção de biomassa e de combustível fóssil, por si, é responsável pelo aumento de 〖CO〗_2 atmosférico.
","

A fotossíntese é importante para a vida na Terra. Nos cloroplastos dos organismos fotossintetizantes, a energia solar é convertida em energia química que, juntamente com água e gás carbônico (〖CO〗_2), é utilizada para a síntese de compostos orgânicos (carboidratos). A fotossíntese é o único processo de importância biológica capaz de realizar essa conversão. Todos os organismos, incluindo os produtores, aproveitam a energia armazenada nos carboidratos para impulsionar os processos celulares, liberando 〖CO〗_2 para a atmosfera e água para a célula por meio da respiração celular. Além disso, grande fração dos recursos energéticos do planeta, produzidos tanto no presente (biomassa) como em tempos remotos (combustível fóssil), é resultante da atividade fotossintética.

As informações sobre obtenção e transformação dos recursos naturais por meio dos processos vitais de fotossíntese e respiração, descritas no texto, permitem concluir que:","A) o 〖CO〗_2 e a água são moléculas de alto teor energético.
B) os carboidratos convertem energia solar em energia química.
C) a vida na Terra depende, em última análise, da energia proveniente do Sol.
D) o processo respiratório é responsável pela retirada de carbono da atmosfera.
E) a produção de biomassa e de combustível fóssil, por si, é responsável pelo aumento de 〖CO〗_2 atmosférico.
"
