codigo_questao,questao,enunciado,alternativas
2015231001,"Questão enem2015231001


BRASIL. Ministério do Meio Ambiente/IBGE. Biomas. 2004 (adaptado).

No mapa estão representados os biomas brasileiros que, em função de suas características físicas e do modo de ocupação do território, apresentam problemas ambientais distintos. 

Nesse sentido, o problema ambiental destacado no mapa indica:

A) desertificação das áreas afetadas.
B) poluição dos rios temporários.
C) queimadas dos remanescentes vegetais.
D) desmatamento das matas ciliares.
E) contaminação das águas subterrâneas.
","


BRASIL. Ministério do Meio Ambiente/IBGE. Biomas. 2004 (adaptado).

No mapa estão representados os biomas brasileiros que, em função de suas características físicas e do modo de ocupação do território, apresentam problemas ambientais distintos. 

Nesse sentido, o problema ambiental destacado no mapa indica:","A) desertificação das áreas afetadas.
B) poluição dos rios temporários.
C) queimadas dos remanescentes vegetais.
D) desmatamento das matas ciliares.
E) contaminação das águas subterrâneas.
"
2015231002,"Questão enem2015231002

Dominar a luz implica tanto um avanço tecnológico quanto uma certa liberação dos ritmos cíclicos da natureza, com a passagem das estações e as alternâncias de dia e noite. Com a iluminação noturna, a escuridão vai cedendo lugar à claridade, e a percepção temporal começa a se pautar pela marcação do relógio. Se a luz invade a noite, perde sentido a separação tradicional entre trabalho e descanso — todas as partes do dia podem ser aproveitadas produtivamente.
SILVA FILHO, A. L. M. Fortaleza: imagens da cidade. Fortaleza: Museu do Ceará; Secult-CE, 2001 (adaptado).

Em relação ao mundo do trabalho, a transformação apontada no texto teve como consequência a:

A) melhoria da qualidade da produção industrial.
B) redução da oferta de emprego nas zonas rurais.
C) permissão ao trabalhador para controlar seus próprios horários.
D) diminuição das exigências de esforço no trabalho com máquinas.
E) ampliação do período disponível para a jornada de trabalho.
","

Dominar a luz implica tanto um avanço tecnológico quanto uma certa liberação dos ritmos cíclicos da natureza, com a passagem das estações e as alternâncias de dia e noite. Com a iluminação noturna, a escuridão vai cedendo lugar à claridade, e a percepção temporal começa a se pautar pela marcação do relógio. Se a luz invade a noite, perde sentido a separação tradicional entre trabalho e descanso — todas as partes do dia podem ser aproveitadas produtivamente.
SILVA FILHO, A. L. M. Fortaleza: imagens da cidade. Fortaleza: Museu do Ceará; Secult-CE, 2001 (adaptado).

Em relação ao mundo do trabalho, a transformação apontada no texto teve como consequência a:","A) melhoria da qualidade da produção industrial.
B) redução da oferta de emprego nas zonas rurais.
C) permissão ao trabalhador para controlar seus próprios horários.
D) diminuição das exigências de esforço no trabalho com máquinas.
E) ampliação do período disponível para a jornada de trabalho.
"
2015231003,"Questão enem2015231003

Apesar de seu disfarce de iniciativa e otimismo, o homem moderno está esmagado por um profundo sentimento de impotência que o faz olhar fixamente e, como que paralisado, para as catástrofes que se avizinham. Por isso, desde já, saliente-se a necessidade de uma permanente atitude crítica, o único modo pelo qual o homem realizará sua vocação natural de integrar-se, superando a atitude do simples ajustamento ou acomodação, apreendendo temas e tarefas de sua época.
FREIRE, P. Educação como prática da liberdade. Rio de Janeiro: Paz e Terra, 2011.

Paulo Freire defende que a superação das dificuldades e a apreensão da realidade atual será obtida pelo(a):

A) desenvolvimento do pensamento autônomo.
B) obtenção de qualificação profissional.
C) resgate de valores tradicionais.
D) realização de desejos pessoais.
E) aumento da renda familiar.
","

Apesar de seu disfarce de iniciativa e otimismo, o homem moderno está esmagado por um profundo sentimento de impotência que o faz olhar fixamente e, como que paralisado, para as catástrofes que se avizinham. Por isso, desde já, saliente-se a necessidade de uma permanente atitude crítica, o único modo pelo qual o homem realizará sua vocação natural de integrar-se, superando a atitude do simples ajustamento ou acomodação, apreendendo temas e tarefas de sua época.
FREIRE, P. Educação como prática da liberdade. Rio de Janeiro: Paz e Terra, 2011.

Paulo Freire defende que a superação das dificuldades e a apreensão da realidade atual será obtida pelo(a):","A) desenvolvimento do pensamento autônomo.
B) obtenção de qualificação profissional.
C) resgate de valores tradicionais.
D) realização de desejos pessoais.
E) aumento da renda familiar.
"
2015231004,"Questão enem2015231004


AMARILDO. Disponível em: www.amarildo.com.br. Acesso em: 3 mar. 2013.

Na charge há uma crítica ao processo produtivo agrícola brasileiro relacionada ao:

A) elevado preço das mercadorias no comércio.
B) aumento da demanda por produtos naturais.
C) crescimento da produção de alimentos.
D) hábito de adquirir derivados industriais. 
E) uso de agrotóxicos nas plantações.

","


AMARILDO. Disponível em: www.amarildo.com.br. Acesso em: 3 mar. 2013.

Na charge há uma crítica ao processo produtivo agrícola brasileiro relacionada ao:","A) elevado preço das mercadorias no comércio.
B) aumento da demanda por produtos naturais.
C) crescimento da produção de alimentos.
D) hábito de adquirir derivados industriais. 
E) uso de agrotóxicos nas plantações.

"
2015231005,"Questão enem2015231005

A casa de Deus, que acreditam una, está, portanto, dividida em três: uns oram, outros combatem, outros, enfim, trabalham. Essas três partes que coexistem não suportam ser separadas; os serviços prestados por uma são a condição das obras das outras duas; cada uma por sua vez encarrega-se de aliviar o conjunto... Assim a lei pode triunfar e o mundo gozar da paz.
ALDALBERON DE LAON. In: SPINOSA, F. Antologia de textos históricos medievais. Lisboa: Sá da Costa, 1981.

A ideologia apresentada por Aldalberon de Laon foi produzida durante a Idade Média. Um objetivo de tal ideologia e um processo que a ela se opôs estão indicados, respectivamente, em:

A) Justificar a dominação estamental / revoltas camponesas.
B) Subverter a hierarquia social / centralização monárquica.
C) Impedir a igualdade jurídica / revoluções burguesas.
D) Controla a exploração econômica / unificação monetária.
E) Questionar a ordem divina / Reforma Católica.
","

A casa de Deus, que acreditam una, está, portanto, dividida em três: uns oram, outros combatem, outros, enfim, trabalham. Essas três partes que coexistem não suportam ser separadas; os serviços prestados por uma são a condição das obras das outras duas; cada uma por sua vez encarrega-se de aliviar o conjunto... Assim a lei pode triunfar e o mundo gozar da paz.
ALDALBERON DE LAON. In: SPINOSA, F. Antologia de textos históricos medievais. Lisboa: Sá da Costa, 1981.

A ideologia apresentada por Aldalberon de Laon foi produzida durante a Idade Média. Um objetivo de tal ideologia e um processo que a ela se opôs estão indicados, respectivamente, em:","A) Justificar a dominação estamental / revoltas camponesas.
B) Subverter a hierarquia social / centralização monárquica.
C) Impedir a igualdade jurídica / revoluções burguesas.
D) Controla a exploração econômica / unificação monetária.
E) Questionar a ordem divina / Reforma Católica.
"
2015231006,"Questão enem2015231006

A língua de que usam, por toda a costa, carece de três letras; convém a saber, não se acha nela F, nem L, nem R, coisa digna de espanto, porque assim não têm Fé, nem Lei, nem Rei, e dessa maneira vivem desordenadamente, sem terem além disto conta, nem peso, nem medida.
GÂNDAVO, P. M. A primeira história do Brasil: história da província de Santa Cruz a que vulgarmente chamamos Brasil. Rio de Janeiro: Zahar, 2004 (adaptado).

A observação do cronista português Pero de Magalhães de Gândavo, em 1576, sobre a ausência das letras F, L e R na língua mencionada, demonstra a:

A) simplicidade da organização social das tribos brasileiras.
B) dominação portuguesa imposta aos índios no início da colonização.
C) superioridade da sociedade europeia em relação à sociedade indígena.
D) incompreensão dos valores socioculturais indígenas pelos portugueses.
E) dificuldade experimentada pelos portugueses no aprendizado da língua nativa.
","

A língua de que usam, por toda a costa, carece de três letras; convém a saber, não se acha nela F, nem L, nem R, coisa digna de espanto, porque assim não têm Fé, nem Lei, nem Rei, e dessa maneira vivem desordenadamente, sem terem além disto conta, nem peso, nem medida.
GÂNDAVO, P. M. A primeira história do Brasil: história da província de Santa Cruz a que vulgarmente chamamos Brasil. Rio de Janeiro: Zahar, 2004 (adaptado).

A observação do cronista português Pero de Magalhães de Gândavo, em 1576, sobre a ausência das letras F, L e R na língua mencionada, demonstra a:","A) simplicidade da organização social das tribos brasileiras.
B) dominação portuguesa imposta aos índios no início da colonização.
C) superioridade da sociedade europeia em relação à sociedade indígena.
D) incompreensão dos valores socioculturais indígenas pelos portugueses.
E) dificuldade experimentada pelos portugueses no aprendizado da língua nativa.
"
2015231007,"Questão enem2015231007

O principal articulador do atual modelo econômico chinês argumenta que o mercado é só um instrumento econômico, que se emprega de forma indistinta tanto no capitalismo como no socialismo. Porém os próprios chineses já estão sentindo, na sua sociedade, o seu real significado: o mercado não é algo neutro, ou um instrumental técnico que possibilita à sociedade utilizá-lo para a construção e edificação do socialismo. Ele é, ao contrário do que diz o articulador, um instrumento do capitalismo e é inerente à sua estrutura como modo de produção. A sua utilização está levando a uma polarização da sociedade chinesa.
OLIVEIRA, A. A Revolução Chinesa. Caros Amigos, 31 jan. 2011 (adaptado)

No texto, as reformas econômicas ocorridas na China são colocadas como antagônicas à construção de um país socialista. Nesse contexto, a característica fundamental do socialismo, à qual o modelo econômico chinês atual se contrapõe é a:

A) desestatização da economia.
B) instauração de um partido único.
C) manutenção da livre concorrência.
D) formação de sindicatos trabalhistas.
E) extinção gradual das classes sociais.
","

O principal articulador do atual modelo econômico chinês argumenta que o mercado é só um instrumento econômico, que se emprega de forma indistinta tanto no capitalismo como no socialismo. Porém os próprios chineses já estão sentindo, na sua sociedade, o seu real significado: o mercado não é algo neutro, ou um instrumental técnico que possibilita à sociedade utilizá-lo para a construção e edificação do socialismo. Ele é, ao contrário do que diz o articulador, um instrumento do capitalismo e é inerente à sua estrutura como modo de produção. A sua utilização está levando a uma polarização da sociedade chinesa.
OLIVEIRA, A. A Revolução Chinesa. Caros Amigos, 31 jan. 2011 (adaptado)

No texto, as reformas econômicas ocorridas na China são colocadas como antagônicas à construção de um país socialista. Nesse contexto, a característica fundamental do socialismo, à qual o modelo econômico chinês atual se contrapõe é a:","A) desestatização da economia.
B) instauração de um partido único.
C) manutenção da livre concorrência.
D) formação de sindicatos trabalhistas.
E) extinção gradual das classes sociais.
"
2015231008,"Questão enem2015231008

Até o fim de 2007, quase 2 milhões de pessoas perderam suas casas e outros 4 milhões corriam o risco de ser despejadas. Os valores das casas despencaram em quase todos os EUA e muitas famílias acabaram devendo mais por suas casas do que o próprio valor do imóvel. Isso desencadeou uma espiral de execuções hipotecárias que diminuiu ainda mais os valores das casas. Em Cleveland, foi como se um “Katrina financeiro” atingisse a cidade. Casas abandonadas, com tábuas em janelas e portas, dominaram a paisagem nos bairros pobres, principalmente negros. Na Califórnia, também se enfileiraram casas abandonadas.
HARVEY, D. O enigma do capital. São Paulo: Boitempo, 2011.

Inicialmente restrita, a crise descrita no texto atingiu proporções globais, devido ao(à):

A) superprodução de bens de consumo.
B) colapso industrial de países asiáticos.
C) interdependência do sistema econômico.
D) isolamento político dos países desenvolvidos.
E) austeridade fiscal dos países em desenvolvimento.
","

Até o fim de 2007, quase 2 milhões de pessoas perderam suas casas e outros 4 milhões corriam o risco de ser despejadas. Os valores das casas despencaram em quase todos os EUA e muitas famílias acabaram devendo mais por suas casas do que o próprio valor do imóvel. Isso desencadeou uma espiral de execuções hipotecárias que diminuiu ainda mais os valores das casas. Em Cleveland, foi como se um “Katrina financeiro” atingisse a cidade. Casas abandonadas, com tábuas em janelas e portas, dominaram a paisagem nos bairros pobres, principalmente negros. Na Califórnia, também se enfileiraram casas abandonadas.
HARVEY, D. O enigma do capital. São Paulo: Boitempo, 2011.

Inicialmente restrita, a crise descrita no texto atingiu proporções globais, devido ao(à):","A) superprodução de bens de consumo.
B) colapso industrial de países asiáticos.
C) interdependência do sistema econômico.
D) isolamento político dos países desenvolvidos.
E) austeridade fiscal dos países em desenvolvimento.
"
2015231009,"Questão enem2015231009

Voz do sangue

Palpitam-me
os sons do batuque
e os ritmos melancólicos do blue.

Ó negro esfarrapado
do Harlem
ó dançarino de Chicago
ó negro servidor do South

Ó negro da África
negros de todo o mundo

Eu junto
ao vosso magnífico canto 
a minha pobre voz
os meus humildes ritmos.

Eu vos acompanho
pelas emaranhadas áfricas
do nosso Rumo.

Eu vos sinto
negros de todo o mundo
eu vivo a nossa história
meus irmãos.
Disponível em: www.agostinhoneto.org. Acesso em: 30 jun. 2015.

Nesse poema, o líder angolano Agostinho Neto, na década de 1940, evoca o pan-africanismo com o objetivo de:

A) incitar a luta por políticas de ações afirmativas na América e na África.
B) reconhecer as desigualdades sociais entre os negros de Angola e dos Estados Unidos.
C) descrever o quadro de pobreza após os processos de independência no continente africano.
D) solicitar o engajamento dos negros estadunidenses na luta armada pela independência em Angola.
E) conclamar as populações negras de diferentes países a apoiar as lutas por igualdade e independência.
","

Voz do sangue

Palpitam-me
os sons do batuque
e os ritmos melancólicos do blue.

Ó negro esfarrapado
do Harlem
ó dançarino de Chicago
ó negro servidor do South

Ó negro da África
negros de todo o mundo

Eu junto
ao vosso magnífico canto 
a minha pobre voz
os meus humildes ritmos.

Eu vos acompanho
pelas emaranhadas áfricas
do nosso Rumo.

Eu vos sinto
negros de todo o mundo
eu vivo a nossa história
meus irmãos.
Disponível em: www.agostinhoneto.org. Acesso em: 30 jun. 2015.

Nesse poema, o líder angolano Agostinho Neto, na década de 1940, evoca o pan-africanismo com o objetivo de:","A) incitar a luta por políticas de ações afirmativas na América e na África.
B) reconhecer as desigualdades sociais entre os negros de Angola e dos Estados Unidos.
C) descrever o quadro de pobreza após os processos de independência no continente africano.
D) solicitar o engajamento dos negros estadunidenses na luta armada pela independência em Angola.
E) conclamar as populações negras de diferentes países a apoiar as lutas por igualdade e independência.
"
2015231010,"Questão enem2015231010

Iniciou-se em 1903 a introdução de obras de arte com representações de bandeirantes no acervo do Museu Paulista, mediante a aquisição de uma tela que homenageava o sertanista que comandara a destruição do Quilombo de Palmares. Essa aquisição, viabilizada por verba estadual, foi simultânea à emergência de uma interpretação histórica que apontava o fenômeno do sertanismo paulista como o elo decisivo entre a trajetória territorial do Brasil e de São Paulo, concepção essa que se consolidaria entre os historiadores ligados ao Instituto Histórico e Geográfico de São Paulo ao longo das três primeiras décadas do século XX. 
MARINS, P. C. G. Nas matas com pose de reis: a representação de bandeirantes e a tradição da retratística monárquica europeia. Revista do LEB, n. 44, fev. 2007.

A prática governamental descrita no texto, com a escolha dos temas das obras, tinha como propósito a construção de uma memória que:

A) afirmava a centralidade de um estado na política do país.
B) resgatava a importância da resistência escrava na história brasileira.
C) evidenciava a importância da produção artística no contexto regional.
D) valorizava a saga histórica do povo na afirmação de uma memória social.
E) destacava a presença do indígena no desbravamento do território colonial.
","

Iniciou-se em 1903 a introdução de obras de arte com representações de bandeirantes no acervo do Museu Paulista, mediante a aquisição de uma tela que homenageava o sertanista que comandara a destruição do Quilombo de Palmares. Essa aquisição, viabilizada por verba estadual, foi simultânea à emergência de uma interpretação histórica que apontava o fenômeno do sertanismo paulista como o elo decisivo entre a trajetória territorial do Brasil e de São Paulo, concepção essa que se consolidaria entre os historiadores ligados ao Instituto Histórico e Geográfico de São Paulo ao longo das três primeiras décadas do século XX. 
MARINS, P. C. G. Nas matas com pose de reis: a representação de bandeirantes e a tradição da retratística monárquica europeia. Revista do LEB, n. 44, fev. 2007.

A prática governamental descrita no texto, com a escolha dos temas das obras, tinha como propósito a construção de uma memória que:","A) afirmava a centralidade de um estado na política do país.
B) resgatava a importância da resistência escrava na história brasileira.
C) evidenciava a importância da produção artística no contexto regional.
D) valorizava a saga histórica do povo na afirmação de uma memória social.
E) destacava a presença do indígena no desbravamento do território colonial.
"
